email,company_name,domain,category,city,subject,body
info@riseclinic.ca,RISE Anxiety and Depression Clinic Halifax,riseclinic.ca,Mental health clinic,Halifax,Quick question for RISE Anxiety and Depression,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to RISE Anxiety and Depression Clinic Halifax.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for RISE Anxiety and Depression? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
info@insightmentalhealth.ca,Insight Mental Health Counselling,insightmentalhealth.ca,Counselor,Halifax,"Dal student, quick question for Insight Mental Health","Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Insight Mental Health Counselling.

I know counsellors miss intake calls because you're in session all day. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Insight Mental Health? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
user@domain.com,Solasta,www.solasta.care,Family counselor,Halifax,Would this help Solasta?,"Hey,

I'm a Dalhousie student working on something I think could help Solasta.

I know how many calls service businesses miss during their busiest hours. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
tara@goodgriefhalifax.ca,Good Grief Halifax,www.goodgriefhalifax.ca,Counselor,Halifax,Saw Good Grief Halifax in Halifax,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for counselors in Nova Scotia and wanted to connect with Good Grief Halifax.

I know counsellors miss intake calls because you're in session all day. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@inspiredlivingmedical.com,Inspired Living Medical,inspiredlivingmedical.com,Psychiatrist,Bedford,Idea for Inspired Living Medical,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Inspired Living Medical.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@thriveot.ca,Thrive Therapy Bedford,www.thriveotns.com,Occupational therapist,Bedford,Saw Thrive Therapy Bedford in Bedford,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Bedford businesses. Thought Thrive Therapy Bedford might find this interesting.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
info@tmdtherapeutics.com,TMD Therapeutics,www.tmdtherapeutics.com,Dental clinic,Bedford,Idea for TMD Therapeutics,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for dental clinics in Nova Scotia and wanted to connect with TMD Therapeutics.

I've been looking into how dental clinics handle call volume during busy hours. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
curator@acamuseum.ca,"Dr. Nina Woulff, Psychologist & Associates",drnina.ca,Counselor,Halifax,"Saw Nina Woulff, Psychologist & in Halifax","Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for counselors in Nova Scotia and wanted to connect with Dr. Nina Woulff, Psychologist & Associates.

I know counsellors miss intake calls because you're in session all day. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
curator@acamuseum.ca,Roth Associates in Psychology,www.rothassociates.ca,Counselor,Halifax,Roth Associates in Psychology + AI (from a Dal student),"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Roth Associates in Psychology.

I know counsellors miss intake calls because you're in session all day. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@cruxpsychology.ca,CRUX Psychology,cruxpsychology.ca,Psychologist,Halifax,"Dal student, quick question for CRUX Psychology","Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across CRUX Psychology and thought this might be relevant.

I know psychologists can't pick up the phone during sessions, and potential clients rarely call back. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
intake@lesleyhartman.ca,Lesley Hartman & Associates Inc.,lesleyhartmanassociates.ca,Counselor,Halifax,Halifax student with an idea for Lesley Hartman &,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Lesley Hartman & Associates Inc..

I know counsellors miss intake calls because you're in session all day. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@coastalpsych.ca,Coastal Psychology,coastalpsych.ca,Psychologist,Halifax,Halifax student with an idea for Coastal Psychology,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Coastal Psychology.

I know psychologists can't pick up the phone during sessions, and potential clients rarely call back. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Coastal Psychology? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
user@domain.com,Richardson Therapy,www.richardsontherapy.ca,Counselor,Halifax,Richardson Therapy + AI (from a Dal student),"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Richardson Therapy might find this interesting.

I know counsellors miss intake calls because you're in session all day. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
admin@amandastoddard.ca,Cove Integrative Therapy - Amanda Stoddard M.Ed. RPC,www.amandastoddard.ca,Mental health service,Dartmouth,Idea for Cove Integrative Therapy -,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for mental health services in Nova Scotia and wanted to connect with Cove Integrative Therapy - Amanda Stoddard M.Ed. RPC.

I know mental health practices lose new client inquiries when calls go unanswered during sessions. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
admin@diverserootstherapy.com,Diverse Roots Therapy,diverserootstherapy.com,Counselor,Dartmouth,"Dal student, quick question for Diverse Roots Therapy","Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Diverse Roots Therapy.

I know counsellors miss intake calls because you're in session all day. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Diverse Roots Therapy? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
